21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00004en-a,-373.70,136.25,16.11,0.38
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00005en-a,-363.70,310.25,14.94,0.05
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00006en-a,-185.70,298.25,9.25,0.05
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00007en-a,-185.70,112.25,3.38,0.98
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00008en-a,-183.70,-95.75,15.26,0.39
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00009en-a,-193.70,-269.75,7.84,0.22
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00010en-a, 2.30,-279.75,15.26,0.37
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00011en-a,-7.70,-87.75,5.93,0.46
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00012en-a,14.30,288.25,17.71,0.06
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00013en-a,196.30,282.25,4.10,-0.02
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00014en-a,392.30,270.25,10.55,0.82
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00015en-a,380.30,86.25,8.29,0.88
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00016en-a,198.30,90.25,6.35,0.04
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00017en-a,184.30,-107.75,12.26,0.51
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00018en-a,372.30,-109.75,16.87,0.19
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00019en-a,366.30,-293.75,6.32,0.89
21mar02c_grid1c_00030gr_00020sq_v01_00007hl_v01_00020en-a,178.30,-283.75,8.34,0.29
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00002en-a,-275.31,-403.00,9.25,0.82
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00003en-a,-267.31,-215.00,9.31,0.90
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00004en-a,-257.31,-31.00,7.47,0.93
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00005en-a,-247.31,161.00,8.49,0.91
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00006en-a,-233.31,343.00,4.67,0.80
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00007en-a,-409.31,365.00,10.86,0.85
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00008en-a,-431.31,163.00,8.49,0.89
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00009en-a,-87.31,-229.00,9.44,0.85
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00010en-a,-99.31,-411.00,8.64,0.92
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00011en-a,-69.31,-63.00,8.24,0.83
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00012en-a,-47.31,321.00,9.25,0.85
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00013en-a,138.69,311.00,8.91,0.86
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00014en-a,118.69,129.00,8.39,0.84
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00015en-a,326.69,315.00,9.50,0.77
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00016en-a,308.69,125.00,8.44,0.87
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00017en-a,306.69,-69.00,6.96,0.87
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00018en-a,284.69,-271.00,6.52,0.95
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00019en-a,104.69,-239.00,8.80,0.90
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00020en-a,116.69,-67.00,8.64,0.94
21mar02c_grid1c_00020gr_00008sq_v01_00004hl_v01_00021en-a,84.69,-431.00,8.69,0.96
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00002en-a,254.34,418.78,18.87,0.59
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00003en-a,424.34,404.78,10.32,0.29
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00004en-a,420.34,220.78,3.96,0.94
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00005en-a,416.34,42.78,5.16,0.93
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00006en-a,230.34,46.78,5.05,0.40
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00007en-a,236.34,222.78,11.57,0.42
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00008en-a,392.34,-161.22,7.84,0.85
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00009en-a,370.34,-335.22,8.10,0.84
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00010en-a,196.34,-315.22,6.08,-0.00
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00011en-a,208.34,-139.22,5.20,0.00
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00012en-a,14.34,-311.22,7.59,0.92
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00013en-a,26.34,-125.22,9.63,0.90
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00014en-a,50.34,250.78,4.52,0.97
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00015en-a,-135.66,260.78,7.55,0.91
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00016en-a,-321.66,290.78,7.10,0.88
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00017en-a,-331.66,80.78,8.06,0.94
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00018en-a,-143.66,80.78,8.59,0.91
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00019en-a,-163.66,-125.22,8.24,0.90
21mar02c_grid1c_00026gr_00024sq_v01_00005hl_v01_00022en-a,-179.66,-299.22,8.24,0.94
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00002en-a,-338.33,-382.80,3.31,0.98
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00003en-a,-328.33,-192.80,4.44,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00004en-a,-324.33,-0.80,4.80,0.94
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00005en-a,-320.33,183.20,4.48,0.96
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00006en-a,-306.33,369.20,3.30,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00007en-a,-112.33,369.20,3.23,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00008en-a,69.67,353.20,3.36,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00009en-a,263.67,341.20,3.26,0.94
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00010en-a,437.67,339.20,3.16,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00011en-a,433.67,151.20,3.45,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00012en-a,419.67,-48.80,4.37,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00013en-a,421.67,-232.80,4.76,0.96
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00014en-a,415.67,-408.80,4.26,0.98
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00015en-a,227.67,-404.80,3.27,0.98
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00016en-a,237.67,-210.80,5.23,0.96
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00017en-a,243.67,-30.80,4.88,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00018en-a,251.67,169.20,3.44,0.96
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00019en-a,57.67,159.20,3.38,0.98
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00020en-a,47.67,-210.80,4.45,0.96
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00021en-a,35.67,-396.80,3.39,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00022en-a,-150.33,-390.80,6.67,0.95
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00023en-a,-138.33,-194.80,4.37,0.97
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00024en-a,-136.33,-18.80,4.95,0.96
21mar02c_grid1c_00032gr_00021sq_v01_00006hl_v01_00025en-a,-126.33,175.20,3.45,0.97
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00002en-a,-386.01,-340.04,10.78,0.15
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00003en-a,-374.01,-146.04,13.79,0.35
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00004en-a,-364.01,45.96,18.15,0.31
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00005en-a,-342.01,247.96,10.86,0.11
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00006en-a,-342.01,429.96,11.66,0.27
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00007en-a,-136.01,403.96,28.12,0.05
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00008en-a,43.99,397.96,3.70,0.96
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00009en-a,-152.01,217.96,4.18,0.96
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00010en-a,-168.01,11.96,11.38,0.52
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00011en-a,11.99, 7.96,4.54,0.98
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00012en-a,217.99,183.96,9.19,0.88
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00013en-a,235.99,361.96,8.64,0.94
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00014en-a,415.99,359.96,7.63,0.94
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00015en-a,405.99,165.96,8.85,0.90
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00016en-a,387.99,-16.04,9.02,0.84
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00017en-a,375.99,-218.04,6.96,0.88
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00018en-a,191.99,-192.04,5.43,0.95
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00019en-a,201.99,-10.04,4.96,0.95
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00020en-a,175.99,-394.04,8.69,0.90
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00021en-a,355.99,-398.04,8.74,0.87
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00022en-a,-2.01,-376.04,4.47,0.98
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00023en-a,11.99,-182.04,5.67,0.97
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00024en-a,-192.01,-356.04,3.93,0.97
21mar02c_grid1c_00026gr_00025sq_v01_00003hl_v01_00025en-a,-188.01,-162.04,3.99,0.97
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00002en-a,-315.70,-388.25,4.73,0.97
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00003en-a,-311.70,-200.25,8.34,0.92
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00004en-a,-301.70,-20.25,100000.00,-0.00
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00005en-a,-297.70,171.75,6.37,-0.00
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00006en-a,-299.70,357.75,9.50,0.88
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00007en-a,-97.70,347.75,12.47,0.41
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00008en-a,-113.70,167.75,7.14,0.94
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00009en-a,-111.70,-18.25,8.34,0.94
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00010en-a,-117.70,-220.25,10.70,0.75
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00011en-a,-125.70,-400.25,7.92,0.90
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00012en-a,60.30,-414.25,8.96,0.81
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00013en-a,68.30,-226.25,9.31,0.87
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00014en-a,72.30,-38.25,9.63,0.77
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00015en-a,80.30,333.75,10.47,0.75
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00016en-a,272.30,341.75,8.91,0.90
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00017en-a,252.30,145.75,9.50,0.83
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00018en-a,440.30,141.75,7.03,0.94
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00019en-a,430.30,-42.25,8.39,0.93
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00020en-a,260.30,-46.25,10.10,0.83
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00021en-a,256.30,-232.25,9.37,0.93
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00022en-a,424.30,-246.25,5.65,0.98
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00023en-a,242.30,-408.25,6.93,0.90
21mar02c_grid1c_00024gr_00018sq_v01_00004hl_v01_00024en-a,426.30,-418.25,4.33,0.98
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00002en-a,-310.71,-413.50,7.51,0.87
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00003en-a,-306.71,-227.50,9.89,0.85
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00004en-a,-296.71,-45.50,8.96,0.14
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00005en-a,-292.71,134.50,6.80,-0.00
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00006en-a,-292.71,336.50,8.69,0.85
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00007en-a,-110.71,320.50,8.24,0.91
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00008en-a,79.29,314.50,8.54,0.88
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00009en-a,-104.71,130.50,8.01,0.88
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00010en-a,77.29,124.50,9.02,0.84
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00011en-a,-108.71,-55.50,8.54,0.95
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00012en-a,-118.71,-237.50,6.55,0.90
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00013en-a,-126.71,-415.50,8.44,0.95
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00014en-a,61.29,-435.50,9.44,0.76
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00015en-a,69.29,-257.50,10.10,0.75
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00016en-a,247.29,-435.50,6.10,0.98
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00017en-a,257.29,-241.50,11.38,0.77
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00018en-a,259.29,-69.50,9.44,0.88
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00019en-a,271.29,116.50,11.03,0.75
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00020en-a,269.29,316.50,8.34,0.96
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00021en-a,443.29,114.50,5.78,0.94
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00022en-a,439.29,-69.50,4.95,0.97
21mar02c_grid1c_00024gr_00017sq_v01_00004hl_v01_00023en-a,435.29,-271.50,5.60,0.97
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00002en-a,-212.86,17.62,12.26,0.13
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00003en-a,-198.86,203.62,5.14,0.98
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00004en-a,-194.86,389.62,100000.00,0.00
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00005en-a,-226.86,-166.38,5.78,-0.00
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00006en-a,-402.86,-172.38,19.12,0.12
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00007en-a,-396.86,33.62,16.48,0.50
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00008en-a,-388.86,213.62,8.06,0.89
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00009en-a,-232.86,-364.38,12.69,0.46
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00010en-a,-32.86,-380.38,10.62,0.25
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00011en-a,-16.86,-12.38,6.03,0.98
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00012en-a,-10.86,199.62,6.89,0.96
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00013en-a, 7.14,383.62,5.07,1.00
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00014en-a,191.14,373.62,8.49,0.95
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00015en-a,171.14,177.62,8.74,0.88
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00016en-a,165.14,-16.38,6.76,0.95
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00017en-a,153.14,-200.38,4.51,0.85
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00018en-a,145.14,-390.38,10.17,0.15
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00019en-a,337.14,-222.38,4.81,0.94
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00020en-a,349.14,-18.38,7.67,0.84
21mar02c_grid1c_00008gr_00012sq_v01_00007hl_v01_00021en-a,367.14,165.62,6.32,1.00
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00006en-a,-299.59,381.81,14.49,0.24
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00007en-a,-311.59,183.81,9.96,0.13
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00008en-a,-319.59,-6.19,12.47,0.27
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00009en-a,-321.59,-196.19,23.90,0.37
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00010en-a,-339.59,-384.19,23.13,0.33
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00011en-a,-149.59,-376.19,14.20,0.36
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00012en-a,32.41,-384.19,4.32,0.97
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00013en-a,52.41,-208.19,4.18,0.98
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00014en-a,-141.59,-208.19,4.11,0.15
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00015en-a,-117.59,173.81,14.63,0.09
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00016en-a,-109.59,369.81,15.26,0.04
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00017en-a,72.41,355.81,20.49,0.41
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00018en-a,62.41,171.81,7.79,0.45
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00019en-a,54.41,-12.19,11.20,0.39
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00020en-a,250.41,145.81,8.74,0.04
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00021en-a,268.41,355.81,23.51,0.53
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00022en-a,234.41,-38.19,11.20,0.20
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00023en-a,234.41,-220.19,15.94,0.30
21mar02c_grid1c_00029gr_00013sq_v01_00002hl_v01_00024en-a,222.41,-402.19,11.76,0.17
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00002en-a,-247.66,-301.88,12.26,0.30
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00003en-a,-243.66,-115.88,10.86,0.86
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00004en-a,-417.66,-105.88,9.02,0.88
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00005en-a,-415.66,72.12,8.80,0.82
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00006en-a,-409.66,264.12,9.76,0.87
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00007en-a,-225.66,250.12,9.50,0.86
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00008en-a,-229.66,56.12,13.16,0.35
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00009en-a,-223.66,442.12,17.28,0.34
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00010en-a,-39.66,434.12,14.79,0.29
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00011en-a,-39.66,232.12,8.24,0.88
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00012en-a,-43.66,52.12,9.08,0.81
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00013en-a,-55.66,-325.88,11.29,0.87
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00014en-a,142.34,-341.88,7.24,0.95
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00015en-a,130.34,-131.88,9.96,0.75
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00016en-a,120.34,48.12,8.59,0.84
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00017en-a,146.34,244.12,6.35,0.86
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00018en-a,152.34,410.12,10.70,0.88
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00019en-a,346.34,420.12,4.11,0.95
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00020en-a,338.34,230.12,8.10,0.94
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00021en-a,324.34,42.12,8.44,0.90
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00022en-a,320.34,-151.88,9.37,0.90
21mar02c_grid1c_00030gr_00020sq_v01_00003hl_v01_00023en-a,312.34,-337.88,8.85,0.76
21mar02c_grid1c_00026gr_00024sq_v01_00004hl_v01_00002en-a,-326.25,-381.87,7.84,0.88
21mar02c_grid1c_00026gr_00024sq_v01_00004hl_v01_00003en-a,-318.25,-187.87,8.06,0.86
21mar02c_grid1c_00026gr_00024sq_v01_00004hl_v01_00004en-a,-298.25,-11.87,8.96,0.90
21mar02c_grid1c_00026gr_00024sq_v01_00004hl_v01_00005en-a,-294.25,194.13,9.02,0.95
21mar02c_grid1c_00026gr_00024sq_v01_00004hl_v01_00006en-a,-278.25,376.13,8.29,0.92
21mar02c_grid1c_00026gr_00024sq_v01_00004hl_v01_00008en-a,93.75,342.13,7.51,0.86
21mar02c_grid1c_00026gr_00024sq_v01_00004hl_v01_00009en-a,73.75,160.13,8.24,0.88
