21mar02c_grid1_00010gr,1830,0,-1,-1
21mar02c_grid1_00011gr,915,0,-1,-1
21mar02c_grid1_00012gr,0,0,-1,-1
21mar02c_grid1_00013gr,-915,0,-1,-1
21mar02c_grid1_00014gr,-1830,0,-1,-1
21mar02c_grid1_00015gr,1830,-915,-1,-1
21mar02c_grid1_00016gr,915,-915,-1,-1
21mar02c_grid1_00017gr,0,-915,-1,-1
21mar02c_grid1_00018gr,-915,-915,-1,-1
21mar02c_grid1_00019gr,-1830,-915,-1,-1
21mar02c_grid1_00020gr,-1373,-1830,-1,-1
21mar02c_grid1_00021gr,-458,-1830,-1,-1
21mar02c_grid1_00022gr,457,-1830,-1,-1
21mar02c_grid1_00023gr,1372,-1830,-1,-1
21mar02c_grid1_00018gr_00001sq,-265,-341,-1,-1
21mar02c_grid1_00018gr_00001sq_v01,-265,-341,-1,-1
21mar02c_grid1_00018gr_00001sq_v02,-265,-341,-1,-1
21mar02c_grid1_00018gr_00001sq_v02_00002hl,-122.81060935737509,174.0163877124177,-1,-1
21mar02c_grid1_00018gr_00001sq_v02_00002hl_00001fa,-114,256,-1,-1
21mar02c_grid1_00018gr_00001sq_v02_00002hl_00002en,212,218,-1,-1
21mar02c_grid1_00018gr_00001sq_v02_00002hl_00003en,12,32,-1,-1
21mar02c_grid1_00018gr_00001sq_v02_00002hl_00004en,190,14,-1,-1
21mar02c_grid1_00018gr_00001sq_v02_00003hl,232.1893906426249,-22.983612287582282,-1,-1
21mar02c_grid1_00023gr_00002sq,40,180,-1,-1
21mar02c_grid1_00023gr_00002sq_v01,40,180,-1,-1
21mar02c_grid1_00023gr_00002sq_v02,40,180,-1,-1
21mar02c_grid1_00023gr_00002sq_v02_00002hl,237.71775338822118,159.06417227301415,-1,-1
21mar02c_grid1_00023gr_00002sq_v02_00002hl_00001fa,12,-34,-1,-1
21mar02c_grid1_00023gr_00002sq_v02_00002hl_00002en,276,364,-1,-1
21mar02c_grid1_00023gr_00002sq_v02_00003hl,-63.28224661177881,133.06417227301415,-1,-1
21mar02c_grid1_00018gr_00001sq_v02_00002hl_00002en-a,212,218,3.983778,0.9670380513963128
21mar02c_grid1_00018gr_00001sq_v02_00002hl_00003en-a,12,32,6.262708,0.9494931127827052
21mar02c_grid1_00018gr_00001sq_v02_00002hl_00004en-a,190,14,5.73664,0.966784882661146
21mar02c_grid1_00023gr_00002sq_v02_00002hl_00002en-a,276,364,8.242299,0.9320007747790154
21mar02c_grid1b_00001gr,-1373,2745,-1,-1
21mar02c_grid1b_00002gr,-458,2745,-1,-1
21mar02c_grid1b_00003gr,457,2745,-1,-1
21mar02c_grid1b_00004gr,1372,2745,-1,-1
21mar02c_grid1b_00005gr,2287,1830,-1,-1
21mar02c_grid1b_00006gr,1372,1830,-1,-1
21mar02c_grid1b_00007gr,457,1830,-1,-1
21mar02c_grid1b_00008gr,-458,1830,-1,-1
21mar02c_grid1b_00009gr,-1373,1830,-1,-1
21mar02c_grid1c_00001gr,-1373,2745,-1,-1
21mar02c_grid1c_00002gr,-458,2745,-1,-1
21mar02c_grid1c_00003gr,457,2745,-1,-1
21mar02c_grid1c_00004gr,1372,2745,-1,-1
21mar02c_grid1c_00005gr,2287,1830,-1,-1
21mar02c_grid1c_00006gr,1372,1830,-1,-1
21mar02c_grid1c_00007gr,457,1830,-1,-1
21mar02c_grid1c_00008gr,-458,1830,-1,-1
21mar02c_grid1c_00009gr,-1373,1830,-1,-1
21mar02c_grid1c_00010gr,-2288,1830,-1,-1
21mar02c_grid1c_00011gr,-2745,915,-1,-1
21mar02c_grid1c_00012gr,-1830,915,-1,-1
21mar02c_grid1c_00013gr,-915,915,-1,-1
21mar02c_grid1c_00014gr,0,915,-1,-1
21mar02c_grid1c_00015gr,915,915,-1,-1
21mar02c_grid1c_00016gr,1830,915,-1,-1
21mar02c_grid1c_00017gr,2745,915,-1,-1
21mar02c_grid1c_00018gr,2745,0,-1,-1
21mar02c_grid1c_00019gr,1830,0,-1,-1
21mar02c_grid1c_00020gr,915,0,-1,-1
21mar02c_grid1c_00021gr,0,0,-1,-1
21mar02c_grid1c_00022gr,-915,0,-1,-1
21mar02c_grid1c_00023gr,-1830,0,-1,-1
21mar02c_grid1c_00024gr,-2745,0,-1,-1
21mar02c_grid1c_00025gr,2745,-915,-1,-1
21mar02c_grid1c_00026gr,1830,-915,-1,-1
21mar02c_grid1c_00027gr,915,-915,-1,-1
21mar02c_grid1c_00028gr,0,-915,-1,-1
21mar02c_grid1c_00029gr,-915,-915,-1,-1
21mar02c_grid1c_00030gr,-1830,-915,-1,-1
21mar02c_grid1c_00031gr,-2745,-915,-1,-1
21mar02c_grid1c_00032gr,-2288,-1830,-1,-1
21mar02c_grid1c_00033gr,-1373,-1830,-1,-1
21mar02c_grid1c_00034gr,-458,-1830,-1,-1
21mar02c_grid1c_00035gr,457,-1830,-1,-1
21mar02c_grid1c_00036gr,1372,-1830,-1,-1
21mar02c_grid1c_00037gr,2287,-1830,-1,-1
21mar02c_grid1c_00038gr,1372,-2745,-1,-1
21mar02c_grid1c_00039gr,457,-2745,-1,-1
21mar02c_grid1c_00040gr,-458,-2745,-1,-1
21mar02c_grid1c_00041gr,-1373,-2745,-1,-1
21mar02c_grid1c_00029gr_00001sq,122,-208,-1,-1
21mar02c_grid1c_00028gr_00002sq,-43,-114,-1,-1
21mar02c_grid1c_00027gr_00003sq,250,182,-1,-1
21mar02c_grid1c_00022gr_00004sq,-300,313,-1,-1
21mar02c_grid1c_00014gr_00005sq,345,126,-1,-1
21mar02c_grid1c_00028gr_00002sq_v01,-43,-114,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02,-43,-114,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl,-183.34588147338275,132.97959668132523,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00001fa,354,188,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00002en,285.08089117092356,379.65084183105296,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00002en-a,285.08089117092356,379.65084183105296,9.497749,0.1805895892414692
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00003en,426.5011055432773,-384.1259078594958,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00003en-a,426.5011055432773,-384.1259078594958,11.75541,0.3957962790684392
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00004en,-312,-334,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00004en-a,-312,-334,8.9635,0.9436993423699016
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00005en,-304,-146,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00005en-a,-304,-146,9.435263,0.942788223372096
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00006en,-292,46,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00006en-a,-292,46,6.46018,-0.006445
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00007en,-284,240,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00007en-a,-284,240,8.33814,0.8656227858434911
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00008en,-274,418,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00008en-a,-274,418,8.148637,0.9234262228523618
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00009en,-80,404,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00009en-a,-80,404,8.436235,0.9362666685874036
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00010en,-98,210,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00010en-a,-98,210,2.736947,-0.002806
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00011en,-102,26,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00011en-a,-102,26,8.798528,0.9588524732280096
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00012en,-112,-160,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00012en-a,-112,-160,7.628511,0.9179648915131814
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00013en,-126,-346,-1,-1
21mar02c_grid1c_00028gr_00002sq_v02_00002hl_00013en-a,-126,-346,4.268333,0.9727962447213298
